id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
"#meta +id","#meta +code","#loc +airport +type","#loc +airport +name","#geo +lat","#geo +lon","#geo +elevation +ft","#region +continent +code","#country +name","#country +code +iso2","#adm1 +name","#adm1 +code +iso","#adm1 +code +local","#loc +municipality +name","#status +scheduled","#loc +airport +code +gps","#loc +airport +code +iata","#loc +airport +code +local","#meta +url +airport","#meta +url +wikipedia","#meta +keywords","#meta +score","#date +updated"
44843,NZJV,heliport,"Waitakere Hospital Heliport",-36.870601654052734,174.63099670410156,70,OC,"New Zealand",NZ,"Auckland Region",NZ-AUK,AUK,Waitakere,0,NZJV,,,,,,0,2009-08-23T20:58:47+00:00
429846,NZHC,heliport,"Wanaka Lakes Health Centre Heliport",-44.709338,169.136512,1106,OC,"New Zealand",NZ,"Otago Region",NZ-OTA,OTA,Wanaka,0,NZHC,,,,,,0,2022-09-15T15:04:09+00:00
44844,NZJU,heliport,"Wanganui Hospital Heliport",-39.94329833984375,175.03900146484375,42,OC,"New Zealand",NZ,"Manawatu-Wanganui Region",NZ-MWT,MWT,Wanganui,0,NZJU,,,,,,0,2009-08-23T21:06:52+00:00
44672,NZAL,heliport,"Avalon Heliport",-41.18669891357422,174.94400024414062,93,OC,"New Zealand",NZ,"Wellington Region",NZ-WGN,WGN,Wellington,0,NZAL,,,,,,0,2009-08-10T09:04:03+00:00
44812,NZKH,heliport,"Kenepuru Hospital Heliport",-41.14500045776367,174.8350067138672,89,OC,"New Zealand",NZ,"Wellington Region",NZ-WGN,WGN,Wellington,0,NZKH,,,,,,0,2009-08-23T20:48:09+00:00
44825,NZQW,heliport,"Queens Wharf Heliport",-41.28580093383789,174.77999877929688,10,OC,"New Zealand",NZ,"Wellington Region",NZ-WGN,WGN,Wellington,0,NZQW,,,,,,0,2009-08-23T21:00:11+00:00
44845,NZWH,heliport,"Wellington Hospital Heliport",-41.30830001831055,174.7790069580078,290,OC,"New Zealand",NZ,"Wellington Region",NZ-WGN,WGN,Wellington,0,NZWH,,,,,,0,2009-08-23T20:59:43+00:00
429953,NZ-0081,closed,"Henty Airstrip",-35.45401,174.23625,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Whakapara,0,,,,,,,0,2022-09-19T13:23:03+00:00
429954,NZ-0082,closed,"Puhipuhi Airstrip",-35.48307,174.26677,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Whakapara,0,,,,,,,0,2022-09-19T13:23:24+00:00
429955,NZ-0083,closed,"Gibbs Airstrip",-35.51644,174.24986,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Whakapara,0,,,,,,,0,2022-09-19T13:28:36+00:00
44846,NZJR,heliport,"Whangarei Hospital Helipad",-35.735078,174.303428,154,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Whangarei,0,NZJR,,,,,,0,2022-09-15T15:53:59+00:00
429848,NZKN,heliport,"Kensington Park Heliport",-35.704583,174.313041,131,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Whangarei,0,NZKN,,,,,,0,2022-09-15T16:03:21+00:00
